,,taxonID,scientificName,plotID,Easting,Northing,indvidualID,pointID,stem_distance,stem_azimuth,basalDiameter_cm,90degBasalDiameter_cm,diameterBreastHeight_cm,diameterBreastHeight_Height_cm,canopyDiameterMax_m,90degCanopyDiameter_m,canopyHeight_VD1,canopyHeight_VD2,stemRemarks,unknownID,stemStatus,canopyForm,living_percent,canopyInPlot_percent,healthStatus,materialSampleID,qf_DBH,qf_stemMap
988,988,PIPO,Pinus ponderosa,SOAP143,299839.3,4100417.9,129,center,4.4,262,0,0,0.7,10,0.3,0.3,0.7,0,,456,NA,,100,100,,,0,0
989,989,PIPO,Pinus ponderosa,SOAP63,299805.1,4101017.9,816,SW,5.1,22.8,0,0,26.2,130,5.4,2.6,16.1,-2.6,leaner,126,NA,,100,100,,,0,0
990,990,PIPO,Pinus ponderosa,SOAP299,297495.3,4100684.3,194,center,9.6,191.4,0,0,50.5,130,7.5,6.4,24.4,-5.6,,833,NA,,100,100,,,0,0
991,991,PIPO,Pinus ponderosa,SOAP143,299850.9,4100424,1214,center,9,52.7,0,0,1.7,130,1,0.6,1.7,0,,543,NA,,100,100,,,0,0
992,992,PIPO,Pinus ponderosa,SOAP143,299849.5,4100422.6,1186,center,7.1,54.8,0,0,1.4,10,0.4,0.3,1,0,,515,NA,,100,100,,,0,0
993,993,PIPO,Pinus ponderosa,SOAP63,299821.3,4101022.6,835,center,7.3,93.8,0,0,16.7,130,4.3,3.6,12.3,-3.1,,145,NA,,100,100,,,0,0
994,994,PIPO,Pinus ponderosa,SOAP143,299852,4100422.1,1202,center,9,66.8,0,0,0.9,10,0.4,0.2,0.8,0,,531,NA,,100,100,,,0,0
995,995,PIPO,Pinus ponderosa,SOAP95,298701.6,4100857,730,center,7.5,356.7,0,0,40,130,5.5,4.6,23.3,-3.9,,293,NA,,100,100,,,0,0
996,996,PIPO,Pinus ponderosa,SOAP63,299814.9,4101028.9,863,center,5.9,8.3,0,0,12,130,3.3,1,5.4,-2.8,,173,NA,,0,100,dead w branches,,0,0
997,997,PIPO,Pinus ponderosa,SOAP143,299837.8,4100420.9,1233,center,6.3,291.7,0,0,1.9,10,0.4,0.4,1,0,,562,NA,,100,100,,,0,0
998,998,PIPO,Pinus ponderosa,SOAP299,297489.9,4100693.1,187,center,7.3,265.3,0,0,31.1,130,9.1,5.3,18.4,4.8,,826,NA,,100,100,,,0,0
999,999,PIPO,Pinus ponderosa,SOAP255,300142.7,4101378,1238,center,1.1,250.7,0,0,15.7,130,9.8,2,1.2,-1.1,snapped but still pert attached at 50cm top leaning on ground,705,NA,,0,100,dead w branches,,0,0
1000,1000,PIPO,Pinus ponderosa,SOAP299,297498.3,4100698.3,203,center,4.8,13.4,0,0,34.5,130,0,0,1.8,0,,842,NA,,0,100,snag no branches,,0,0
1001,1001,PIPO,Pinus ponderosa,SOAP1695,299178.3,4100973.9,136,center,9.6,355,0,0,7.7,130,1.8,1.8,4,-1.7,,1195,NA,,100,100,,,0,0
1002,1002,PIPO,Pinus ponderosa,SOAP143,299837.8,4100411.1,1141,center,9.5,218.7,0,0,1,10,0.6,0.3,0.7,0,,470,NA,,100,100,,,0,0
1003,1003,PIPO,Pinus ponderosa,SOAP255,300142,4101382.1,1320,center,4.1,335.9,0,0,11.7,130,7,2,7.6,-3.4,extreme leaner,787,NA,,100,100,,,0,0
1004,1004,PIPO,Pinus ponderosa,SOAP143,299848.2,4100422,1185,center,5.7,52,0,0,1.4,10,0.4,0.3,1.4,0,,514,NA,,100,100,,,0,0
1005,1005,PIPO,Pinus ponderosa,SOAP255,300141.5,4101381.1,1322,center,3.5,321.2,0,0,14.4,130,1,0.9,1.2,-2.6,top snapped,789,NA,,0,100,dead w few branches,,0,0
1006,1006,PIPO,Pinus ponderosa,SOAP331,297055.8,4100593.2,453,center,5.5,170.6,0,0,1,10,0.4,0.3,0.6,0,,875,NA,,100,100,,,0,0
1007,1007,PIPO,Pinus ponderosa,SOAP255,300137,4101377.9,1245,center,6.7,265.8,0,0,15.6,130,2.6,2.1,10,-1.8,,712,NA,,100,100,,,0,0
1008,1008,PIPO,Pinus ponderosa,SOAP255,300147.7,4101381.7,1299,center,5.2,50.3,0,0,7.2,130,3.7,1.6,1.8,0,extreme leaner,766,NA,,100,100,,,0,0
1009,1009,PIPO,Pinus ponderosa,SOAP143,299837.5,4100409.1,1148,center,11.3,213.3,0,0,1.4,10,0.4,0.3,0.9,0,,477,NA,,0,100,dead,,0,0
1010,1010,PIPO,Pinus ponderosa,SOAP299,297499.2,4100690.7,199,center,3.6,144.3,0,0,41.3,130,5.5,5.2,29.2,0.2,,838,NA,,100,100,,,0,0
1011,1011,PIPO,Pinus ponderosa,SOAP143,299837.4,4100411,139,center,9.8,220.2,0,0,0.6,10,0.2,0.2,0.7,0,,466,NA,,100,100,,,0,0
1012,1012,PIPO,Pinus ponderosa,SOAP255,300150.8,4101386.7,1289,center,11,40.3,0,0,9.4,130,5.7,1.8,1.1,0,extreme leaner,756,NA,,0,100,dead w branches,,0,0
1013,1013,PIPO,Pinus ponderosa,SOAP63,299821.9,4101028,881,center,9.3,57.8,0,0,16.3,130,6.3,4.6,18,-3.2,leaner,191,NA,,100,100,,,0,0
1014,1014,PIPO,Pinus ponderosa,SOAP143,299836,4100409.2,1153,center,12.1,219.5,0,0,1,10,0.4,0.2,0.8,0,,482,NA,,100,100,,,0,0
1015,1015,PIPO,Pinus ponderosa,SOAP63,299808.4,4101014.6,803,SW,5.5,74.4,0,0,11.5,130,1.5,1.1,10.4,-2.5,,113,NA,,0,100,dead w branches,,0,0
1016,1016,PIPO,Pinus ponderosa,SOAP63,299821.1,4101026.2,883,center,7.7,66.4,0,0,32.3,130,2.9,2,10.7,-3.3,top snapped,193,NA,,0,100,dead w branches,,0,0
1017,1017,PIPO,Pinus ponderosa,SOAP255,300146.5,4101377.7,1281,center,2.9,103.5,0,0,6.2,130,3.8,1.4,2.2,0,extreme leaner,748,NA,,100,100,,,0,0
1018,1018,PIPO,Pinus ponderosa,SOAP255,300134.8,4101383.9,1336,center,10.5,302.1,0,0,8.8,130,1.8,1.7,4.7,-3.6,,803,NA,,100,100,,,0,0
1019,1019,PIPO,Pinus ponderosa,SOAP255,300137.2,4101372.7,1337,center,8.6,229.2,0,0,5.9,130,2.3,1.4,2.3,-1.6,,804,NA,,100,100,,,0,0
1020,1020,PIPO,Pinus ponderosa,SOAP63,299822.7,4101030.1,874,center,11.2,50.9,0,0,30.4,130,2.6,2.1,17.4,-4.5,,184,NA,,0,100,dead w branches,,0,0
1021,1021,PIPO,Pinus ponderosa,SOAP139,297042.2,4100092.5,426,center,8.3,269.2,0,0,0.8,10,0.3,0.3,0.7,0,,449,NA,,100,100,,,0,0
1022,1022,PIPO,Pinus ponderosa,SOAP143,299846,4100408.9,1161,center,9.9,166.3,0,0,1.4,10,0.9,0.4,1.2,0,leaner,490,NA,,100,100,,,0,0
1023,1023,PIPO,Pinus ponderosa,SOAP143,299837.1,4100409.5,1149,center,11.2,216.3,0,0,1.3,10,0.5,0.4,0.5,0,,478,NA,,100,100,,,0,0
1024,1024,PIPO,Pinus ponderosa,SOAP255,300149.8,4101377.1,1262,center,6.2,101.2,0,0,7.4,130,2.5,1.9,3.4,0,,729,NA,,100,100,,,0,0
1025,1025,PIPO,Pinus ponderosa,SOAP255,300147.5,4101376,1266,center,4.5,121.5,0,0,6.2,130,1.3,1,4.4,-0.8,,733,NA,,0,100,dead w branches,,0,0
1026,1026,PIPO,Pinus ponderosa,SOAP143,299840.2,4100415.8,127,center,4.4,232.6,0,0,1.1,10,0.5,0.4,0.7,0,,454,NA,,100,100,,,0,0
1027,1027,PIPO,Pinus ponderosa,SOAP331,297055.2,4100607.4,526,center,8.8,1.9,0,0,1.5,130,0.3,0.2,1.1,0,,948,NA,,100,100,,,0,0
1028,1028,PIPO,Pinus ponderosa,SOAP331,297053.4,4100597.2,446,center,2.1,229.1,0,0,0.9,10,0.2,0.2,0.5,0,,868,NA,,100,100,,,0,0
1029,1029,PIPO,Pinus ponderosa,SOAP63,299811.2,4101032.5,896,center,9.8,343,0,0,11.7,130,6,1.5,1.8,0,extreme leaner,206,NA,,0,100,dead w branches,,0,0
1030,1030,PIPO,Pinus ponderosa,SOAP95,298704.9,4100845.3,684,center,5.1,145.8,0,0,13.7,130,1,1.3,8.9,-1.8,,247,NA,,0,100,dead w branches top snapped,,0,0
1031,1031,PIPO,Pinus ponderosa,SOAP95,298704,4100845.2,685,center,4.7,154.8,0,0,24.2,130,10,2.8,15.2,-0.5,,248,NA,,100,100,leaner,,0,0
1032,1032,PIPO,Pinus ponderosa,SOAP63,299810.6,4101029.7,899,center,7.5,332.6,0,0,23.2,130,4.2,4,16.7,-2.8,,209,NA,,100,100,,,0,0
1033,1033,PIPO,Pinus ponderosa,SOAP255,300152.4,4101380.4,1283,center,8.9,76.6,0,0,43.9,130,5.2,4.8,25.2,-3.5,,750,NA,,100,100,,,0,0
1034,1034,PIPO,Pinus ponderosa,SOAP143,299851,4100424.6,1215,center,9.5,50.6,0,0,2.8,130,1.2,1,2.3,0,,544,NA,,100,100,,,0,0
1035,1035,PIPO,Pinus ponderosa,SOAP63,299808.5,4101030,902,center,8.9,321.2,0,0,38.9,130,5.9,4.9,25.7,-1.8,,212,NA,,100,100,,,0,0
1036,1036,PIPO,Pinus ponderosa,SOAP63,299807.4,4101031.9,903,center,11,323.1,0,0,35.1,130,5.3,4.5,27,1,,213,NA,,100,100,,,0,0
1037,1037,PIPO,Pinus ponderosa,SOAP255,300150.7,4101383.3,1287,center,8.6,54.9,0,0,21.8,130,4.1,3.9,16.1,-1.8,,754,NA,,100,100,,,0,0
1038,1038,PIPO,Pinus ponderosa,SOAP143,299840.7,4100416.1,126,center,3.9,231.1,0,0,1.2,10,0.3,0.3,1.4,0,,453,NA,,100,100,,,0,0
1039,1039,PIPO,Pinus ponderosa,SOAP255,300136.3,4101386,1329,NW,2.3,105.8,0,0,4.6,130,2,0.7,3.5,0,,796,NA,,0,100,dead w branches,,0,0
1040,1040,PIPO,Pinus ponderosa,SOAP63,299816.1,4101030.9,867,center,8.1,14.8,0,0,24.7,130,1.6,1.2,18.6,-3.3,,177,NA,,0,100,dead w branches,,0,0
1041,1041,PIPO,Pinus ponderosa,SOAP143,299837.7,4100411,1140,center,9.6,218.6,0,0,1.3,10,0.4,0.3,1.5,0,,469,NA,,100,100,,,0,0
1042,1042,PIPO,Pinus ponderosa,SOAP63,299808.8,4101027.1,909,center,6.6,307,0,0,10.5,130,2.6,2.3,8.2,-2.1,,219,NA,,100,100,,,0,0
1043,1043,PIPO,Pinus ponderosa,SOAP255,300151.8,4101369.9,1252,center,11.7,136,0,0,4.7,130,3.3,2,0.9,0,extreme leaner horiz to ground,719,NA,,0,100,dead,,0,0
1044,1044,PIPO,Pinus ponderosa,SOAP143,299838,4100410.5,1143,center,9.8,215.2,0,0,0.9,10,0.4,0.3,0.9,0,,472,NA,,100,100,,,0,0
1045,1045,PIPO,Pinus ponderosa,SOAP143,299846.2,4100422.5,1184,center,4.7,31.8,0,0,2.1,10,0.7,0.7,1.7,0,,513,NA,,100,100,,,0,0
1046,1046,PIPO,Pinus ponderosa,SOAP299,297495.9,4100701.8,207,center,8.2,351.3,0,0,1.6,130,0.7,0.9,1.8,0,,846,NA,,0,100,dead w branches,,0,0
1047,1047,PIPO,Pinus ponderosa,SOAP299,297495.9,4100702.9,208,center,9.3,352.3,0,0,1.1,130,0.8,0.6,1.6,0,,847,NA,,0,100,dead w branches,,0,0
1048,1048,PIPO,Pinus ponderosa,SOAP143,299849.8,4100422.4,1187,center,7.2,57.3,0,0,1.6,10,0.6,0.5,1.2,0,,516,NA,,100,100,,,0,0
1049,1049,PIPO,Pinus ponderosa,SOAP143,299849,4100421.3,1188,center,6,62.7,0,0,3.5,10,0.9,0.8,2,0,,517,NA,,100,100,,,0,0
1050,1050,PIPO,Pinus ponderosa,SOAP63,299811,4101021.1,796,center,3.7,236.9,0,0,21.5,130,3.8,3.5,14.5,0,,106,NA,,100,100,,,0,0
1051,1051,PIPO,Pinus ponderosa,SOAP43,297056,4100718.1,577,center,6.8,216.1,0,0,1,10,0.4,0.4,0.5,0,,16,NA,,100,100,,,0,0
1052,1052,PIPO,Pinus ponderosa,SOAP255,300146,4101381.1,1302,center,3.6,40.5,0,0,10.5,130,2.9,1.9,9.6,-3.2,,769,NA,,100,100,,,0,0
1053,1053,PIPO,Pinus ponderosa,SOAP95,298698,4100847.8,667,center,4.4,247.4,0,0,48.5,130,5.6,5.7,25,-2.2,,230,NA,,100,100,,,0,0
1054,1054,PIPO,Pinus ponderosa,SOAP95,298695.3,4100846.5,668,center,7.4,245.8,0,0,19.9,130,2.6,2.8,19.4,-3.5,,231,NA,,100,100,,,0,0
1055,1055,PIPO,Pinus ponderosa,SOAP95,298695.2,4100845.9,669,SW,7.4,23.2,0,0,14.3,130,0,0,1.7,-2.8,,232,NA,,0,100,dead w no branches top snapped,,0,0
1056,1056,PIPO,Pinus ponderosa,SOAP255,300147.7,4101376.4,1265,center,4.5,116,0,0,26.7,130,5,3.2,15.2,-2.4,,732,NA,,100,100,,,0,0
1057,1057,PIPO,Pinus ponderosa,SOAP63,299805.9,4101015.9,805,SW,3.9,45.3,0,0,11.2,130,5,2.2,10.6,-1.9,leaner,115,NA,,100,100,,,0,0
1058,1058,PIPO,Pinus ponderosa,SOAP255,300146.5,4101377.4,1271,center,3,108.5,0,0,5.6,130,5.6,0.8,2.4,0,extreme leaner,738,NA,,0,100,dead w branches,,0,0
1059,1059,PIPO,Pinus ponderosa,SOAP63,299805.1,4101013.7,807,SW,2.1,76.4,0,0,17.6,130,4,1.9,16.4,2.4,,117,NA,,0,100,dead w branches,,0,0
1060,1060,PIPO,Pinus ponderosa,SOAP143,299844.9,4100415.1,1159,center,3.6,160.9,0,0,0.9,10,0.4,0.3,0.7,0,,488,NA,,100,100,,,0,0
1061,1061,PIPO,Pinus ponderosa,SOAP63,299803.4,4101014.4,808,SW,1.3,13.1,0,0,19.9,130,0,0,2.3,-1.7,top snapped no branches,118,NA,,0,100,dead,,0,0
1062,1062,PIPO,Pinus ponderosa,SOAP331,297046.8,4100591.1,440,SW,3.2,36.5,0,0,53,130,8.5,7,26.1,-0.9,,862,NA,,100,100,,,0,0
1063,1063,PIPO,Pinus ponderosa,SOAP143,299850.8,4100421.5,1204,center,7.7,67.1,0,0,0.6,10,0.3,0.2,0.8,0,,533,NA,,100,100,,,0,0
1064,1064,PIPO,Pinus ponderosa,SOAP255,300148,4101379.9,1301,center,4.6,70.4,0,0,30.8,130,3.5,2.4,22,-1.7,,768,NA,,100,100,,,0,0
1065,1065,PIPO,Pinus ponderosa,SOAP255,300145,4101377.4,1275,center,1.6,126.5,0,0,8.6,130,2,1.9,7.9,-1.4,,742,NA,,100,100,,,0,0
1066,1066,PIPO,Pinus ponderosa,SOAP187,297529.8,4100553.2,226,SW,8.2,31.4,0,0,17.5,130,0,0,1.6,-0.6,,580,NA,,0,100,dead top snapped no branches,,0,0
1067,1067,PIPO,Pinus ponderosa,SOAP255,300144.7,4101378.3,1277,center,1,93.9,0,0,12.5,130,2.2,2.2,10,-3.9,,744,NA,,100,100,,,0,0
1068,1068,PIPO,Pinus ponderosa,SOAP63,299818.2,4101025.5,854,center,4.8,60.1,0,0,28.7,130,3.3,2.7,19.4,-4.2,,164,NA,,0,100,dead w branches,,0,0
1069,1069,PIPO,Pinus ponderosa,SOAP331,297054.3,4100598.5,447,center,0.7,257.7,0,0,1,10,0.4,0.3,0.7,0,,869,NA,,100,100,,,0,0
1070,1070,PIPO,Pinus ponderosa,SOAP255,300143.1,4101379.9,1319,center,1.7,340.1,0,0,5.3,130,5.6,1.3,1,0,extreme leaner,786,NA,,0,100,dead w branches,,0,0
1071,1071,PIPO,Pinus ponderosa,SOAP255,300151.7,4101368.3,1253,SE,2.1,297.5,0,0,4.5,130,2.8,1.7,0.7,0,extreme leaner horiz to ground,720,NA,,15,100,mostly dead,,0,1
1072,1072,PIPO,Pinus ponderosa,SOAP95,298704,4100843.8,686,center,6,160.3,0,0,30.5,130,4.7,4.7,25.4,-2.2,,249,NA,,100,100,,,0,0
1073,1073,PIPO,Pinus ponderosa,SOAP43,297058.3,4100715.4,571,center,8.4,191.4,0,0,17.9,130,0,0,3,0,,10,NA,,0,100,dead w nobranches top snapped,,0,0
1074,1074,PIPO,Pinus ponderosa,SOAP63,299803.9,4101021.6,820,SW,8.5,5.2,0,0,22.8,130,3.1,2.6,15.5,-2.9,,130,NA,,100,100,,,0,0
1075,1075,PIPO,Pinus ponderosa,SOAP63,299805.5,4101022.4,821,SW,9.5,14.6,0,0,25.3,130,3.5,2.4,16.5,-3.5,,131,NA,,100,100,,,0,0
1076,1076,PIPO,Pinus ponderosa,SOAP255,300151.3,4101381.1,1286,center,8.1,70,0,0,21.5,130,0,0,3.6,0,top snapped,753,NA,,0,100,dead w no branches,,0,0
1077,1077,PIPO,Pinus ponderosa,SOAP143,299837,4100411.1,138,center,10,222.1,0,0,1.6,10,0.7,0.5,1.4,0,,465,NA,,100,100,,,0,0
1078,1078,PIPO,Pinus ponderosa,SOAP63,299814.6,4101029.6,864,center,6.5,5,0,0,19.4,130,3.6,2.6,14.2,-3.2,,174,NA,,100,100,,,0,0
1079,1079,PIPO,Pinus ponderosa,SOAP63,299813.2,4101015.7,798,center,7.4,186.6,0,0,14,130,4.5,1.7,1.8,0,extreme leaner,108,NA,,100,100,,,0,0
1080,1080,PIPO,Pinus ponderosa,SOAP95,298707.7,4100841.9,694,center,9.5,143.3,0,0,16.2,130,2.7,2.7,17.6,-2.2,,257,NA,,100,100,,,0,0
1081,1081,PIPO,Pinus ponderosa,SOAP299,297499.6,4100697.1,202,center,4.2,35.2,0,0,56,130,6.9,6.4,33.7,0.6,,841,NA,,100,100,,,0,0
1082,1082,PIPO,Pinus ponderosa,SOAP255,300149.9,4101382.9,1291,center,7.7,54.1,0,0,8.9,130,5.3,1.8,2.4,0,extreme leaner,758,NA,,0,100,dead w branches,,0,0
1083,1083,PIPO,Pinus ponderosa,SOAP255,300149.6,4101381.7,1292,center,6.8,60.6,0,0,12.4,130,6.8,1.5,1.9,0,extreme leaner,759,NA,,100,100,,,0,0
1084,1084,PIPO,Pinus ponderosa,SOAP63,299806.1,4101015.5,804,SW,3.8,52.5,0,0,18.6,130,3.7,2.9,15.4,-3.2,,114,NA,,100,100,,,0,0
1085,1085,PIPO,Pinus ponderosa,SOAP63,299817.2,4101022.9,832,center,3.2,93.3,0,0,17,130,2.6,1.9,13.6,-2.7,,142,NA,,0,100,dead w branches,,0,0
1086,1086,PIPO,Pinus ponderosa,SOAP63,299817.6,4101022.1,833,center,3.7,105.5,0,0,41.5,130,4.8,4.2,27.8,-2.8,,143,NA,,0,100,dead w branches,,0,0
1087,1087,PIPO,Pinus ponderosa,SOAP255,300146.3,4101382.4,1298,center,4.8,33.5,0,0,6.7,130,3.7,1.8,1.1,0,extreme leaner,765,NA,,100,100,,,0,0
1088,1088,PIPO,Pinus ponderosa,SOAP331,297065.4,4100589.9,467,SE,1.9,351.5,0,0,59.2,130,6.5,6.1,32.8,-0.7,,889,NA,,100,100,,,0,1
1089,1089,PIPO,Pinus ponderosa,SOAP95,298707,4100849.9,703,center,5,85.3,0,0,10.5,130,6.7,2.3,2.4,-2.4,,266,NA,,0,100,dead w branches leaner,,0,0
1090,1090,PIPO,Pinus ponderosa,SOAP63,299823.7,4101021.7,836,center,9.7,98,0,0,49.8,130,4.4,4,28.6,-3.1,,146,NA,,0,100,dead w branches beetle damage,,0,1
1091,1091,PIPO,Pinus ponderosa,SOAP95,298700.6,4100848.4,665,center,1.8,231.8,0,0,16,130,2.6,2.3,8.9,-1.4,,228,NA,,100,100,,,0,0
1092,1092,PIPO,Pinus ponderosa,SOAP255,300138.5,4101383.2,1314,center,7.1,312.8,0,0,2.7,130,1,0.8,2.3,0,,781,NA,,0,100,dead w branches,,0,0
1093,1093,PIPO,Pinus ponderosa,SOAP139,297049.1,4100099.8,416,center,7.3,348.9,0,0,4.5,130,1.3,1.2,3.4,0,,439,NA,,100,100,,,0,0
1094,1094,PIPO,Pinus ponderosa,SOAP63,299823,4101019.1,840,SE,5.1,350.9,0,0,33.3,130,4.4,3.3,23.1,-4.2,,150,NA,,100,100,,,0,0
1095,1095,PIPO,Pinus ponderosa,SOAP255,300144.1,4101380.6,1304,center,2.3,10.9,0,0,24,130,1,1,2.1,-2.1,top snapped,771,NA,,0,100,dead w few branches,,0,0
1096,1096,PIPO,Pinus ponderosa,SOAP255,300144.9,4101382.5,1306,center,4.3,16.1,0,0,4,130,1.9,1.3,0.8,-1.8,,773,NA,,100,100,,,0,0
1097,1097,PIPO,Pinus ponderosa,SOAP43,297059.1,4100716.9,568,center,6.7,187.5,0,0,77.6,130,6.3,6.1,49.6,-1.5,,7,NA,,100,100,,,0,0
1098,1098,PIPO,Pinus ponderosa,SOAP255,300146.4,4101377,1270,center,3,117.6,0,0,4.1,130,2.3,1.1,1.4,0,leaner bent into u w top on ground,737,NA,,0,100,dead w branches,,0,0
1099,1099,PIPO,Pinus ponderosa,SOAP63,299804.9,4101015.3,806,SW,2.8,40.2,0,0,24.7,130,2.6,1.8,10.7,-1.9,,116,NA,,100,100,top snapped few branches,,0,0
1100,1100,PIPO,Pinus ponderosa,SOAP95,298710.3,4100854.3,713,NE,5.5,220.6,0,0,42.9,130,4.8,4.7,28.6,0.8,,276,NA,,100,100,,,0,0
1101,1101,PIPO,Pinus ponderosa,SOAP63,299817.9,4101015.5,847,SE,6,283.5,0,0,46.7,130,5.8,4.3,27.6,-3.2,,157,NA,,0,100,dead w branches,,0,0
1102,1102,PIPO,Pinus ponderosa,SOAP143,299846.4,4100409,1160,center,9.9,164.1,0,0,1.1,10,0.4,0.3,1.3,0,,489,NA,,100,100,,,0,0
1103,1103,PIPO,Pinus ponderosa,SOAP63,299804.9,4101016.4,810,SW,3.7,29.1,0,0,17,130,0,0,2.8,-2.2,top snapped no branches,120,NA,,0,100,dead,,0,0
1104,1104,PIPO,Pinus ponderosa,SOAP255,300142.6,4101386.5,1316,center,8.2,352.2,0,0,8.2,130,2.4,2,2.6,-4.3,,783,NA,,100,100,,,0,0
1105,1105,PIPO,Pinus ponderosa,SOAP63,299815,4101014.1,823,center,9,173.9,0,0,33.6,130,1.6,1.2,13.2,-0.9,top snapped,133,NA,,0,100,dead w branches,,0,0
1106,1106,PIPO,Pinus ponderosa,SOAP63,299808.1,4101018,811,SW,7,45.9,0,0,43.5,130,6.8,5.4,25.6,-3.6,,121,NA,,100,100,,,0,0
1107,1107,PIPO,Pinus ponderosa,SOAP63,299818.2,4101024.5,853,center,4.4,71.7,0,0,23.4,130,2.6,2.5,20.5,-3.4,,163,NA,,0,100,dead w branches,,0,0
1108,1108,PIPO,Pinus ponderosa,SOAP255,300144.2,4101377.8,1276,center,0.7,137.2,0,0,12.3,130,2.4,1.4,9.2,-2.3,,743,NA,,100,100,,,0,0
1109,1109,PIPO,Pinus ponderosa,SOAP255,300143.6,4101383,1318,center,4.7,358.5,0,0,19,130,2.4,1.9,12.7,-3.9,,785,NA,,100,100,,,0,0
1110,1110,PIPO,Pinus ponderosa,SOAP187,297533.4,4100541,242,center,8.7,181.1,0,0,16.6,130,3.3,3.1,6.6,-1.8,,596,NA,,100,100,,,0,1
1111,1111,PIPO,Pinus ponderosa,SOAP143,299837.7,4100410.5,1142,center,10,217.1,0,0,1.6,10,0.8,0.4,1,0,,471,NA,,100,100,,,0,0
1112,1112,PIPO,Pinus ponderosa,SOAP255,300141.7,4101383,1321,center,5.1,336.5,0,0,17.2,130,8.4,2.6,9.3,-4.3,extreme leaner,788,NA,,100,100,,,0,0
1113,1113,PIPO,Pinus ponderosa,SOAP43,297067.8,4100723.8,626,center,7.8,88.4,0,0,52.5,130,2.5,1.8,17.4,-1.3,,65,NA,,0,100,dead w fewbranches top snapped,,0,0
1114,1114,PIPO,Pinus ponderosa,SOAP63,299803.7,4101020.8,819,SW,7.7,4.7,0,0,28.5,130,5.2,3.6,17.7,-4,leaner,129,NA,,100,100,,,0,0
1115,1115,PIPO,Pinus ponderosa,SOAP95,298701.5,4100853.2,729,center,3.7,352.3,0,0,21.8,130,3.6,3.4,15,-2.5,,292,NA,,100,100,,,0,0
1116,1116,PIPO,Pinus ponderosa,SOAP95,298703.1,4100842.7,689,center,6.9,171.2,0,0,36,130,4.3,4.2,25.4,-2.7,,252,NA,,100,100,,,0,0
1117,1117,PIPO,Pinus ponderosa,SOAP95,298706.7,4100856.5,731,center,8.4,34.1,0,0,42,130,5,4.2,22.5,-3.2,,294,NA,,100,100,,,0,0
1118,1118,PIPO,Pinus ponderosa,SOAP63,299824.2,4101032.7,877,center,14,46.7,0,0,9,130,2.3,1.3,2,0,extreme leaner leans outside plot,187,NA,,0,100,dead w branches,,0,1
1119,1119,PIPO,Pinus ponderosa,SOAP331,297063.1,4100594.2,470,center,9.3,118.2,0,0,46.9,130,5.7,6.2,27.7,-1.9,,892,NA,,100,100,,,0,0
1120,1120,PIPO,Pinus ponderosa,SOAP63,299822.3,4101029.3,879,center,10.3,52.8,0,0,9.2,130,2.1,1.7,4.6,-4.6,top snapped,189,NA,,0,100,dead w branches,,0,0
1121,1121,PIPO,Pinus ponderosa,SOAP299,297508,4100689.1,201,SE,4.4,344.4,0,0,18.1,130,4.3,4,9.5,-0.9,,840,NA,,100,100,,,0,0
1122,1122,PIPO,Pinus ponderosa,SOAP1515,297488.7,4101260.2,24,NW,12.3,234.5,0,0,9.6,130,2.5,2.3,1.4,-1.7,,1107,NA,,100,100,,,0,1
1123,1123,PIPO,Pinus ponderosa,SOAP187,297529.5,4100548,215,center,4.4,246.9,0,0,102.9,130,10.3,8.8,40,-6.8,,569,NA,,100,100,,,0,0
1124,1124,PIPO,Pinus ponderosa,SOAP95,298694.6,4100844.2,670,SW,5.6,24.2,0,0,23,130,0,0,0.5,-2.8,,233,NA,,0,100,dead w no branches top snapped,,0,0
1125,1125,PIPO,Pinus ponderosa,SOAP63,299822.4,4101032.3,871,center,12.4,42,0,0,13.5,130,0,0,1.8,0,top snapped,181,NA,,0,100,dead w no branches,,0,0
1126,1126,PIPO,Pinus ponderosa,SOAP1695,299175,4100973.8,152,center,10.3,336.6,0,0,36,130,6.3,4.7,12.9,-1.4,,1211,NA,,100,100,,,0,0
1127,1127,PIPO,Pinus ponderosa,SOAP63,299821.8,4101031.1,873,center,11.1,44.1,0,0,18,130,3.6,2.8,12.9,-5.6,,183,NA,,100,100,,,0,0
1128,1128,PIPO,Pinus ponderosa,SOAP139,297055.6,4100085.3,330,center,8.9,145.2,0,0,29.8,130,3.6,2.7,18.2,2.4,,353,NA,,100,100,,,0,1
1129,1129,PIPO,Pinus ponderosa,SOAP139,297057,4100084.7,331,center,10.3,140.6,0,0,47.4,130,4.2,6,27.1,2.4,,354,NA,,100,100,,,0,1
1130,1130,PIPO,Pinus ponderosa,SOAP255,300134.8,4101383,1339,center,10,297.6,0,0,13.3,130,2.4,1.7,10.4,-4.8,,806,NA,,100,100,,,0,0
1131,1131,PIPO,Pinus ponderosa,SOAP187,297542.3,4100556.7,264,center,11.2,51.3,0,0,20.6,130,0,0,5,0,,618,NA,,0,100,dead top snapped no branches,,0,0
1132,1132,PIPO,Pinus ponderosa,SOAP187,297527.6,4100552.1,224,SW,6.2,18.8,0,0,52.9,130,5.5,4.6,23.8,-3.1,,578,NA,,100,100,,,0,0
1133,1133,PIPO,Pinus ponderosa,SOAP1343,299594.3,4100970.9,768,center,3.3,251.7,0,0,15.4,130,3.1,NA,5,-1.5,,1059,NA,,100,100,,f136,0,0
